name,id,align,eye,hair,gender,gsm,alive,appearances,first_appear,publisher
Niles Caulder (New Earth),Public,Good,Blue Eyes,Grey Hair,Male,NA,Living Characters,214,"1963, June",dc
James Corrigan (New Earth),Secret,Good,Blue Eyes,Red Hair,Male,NA,Deceased Characters,214,"1940, February",dc
Samuel Bradley (New Earth),Public,Good,Grey Eyes,Grey Hair,Male,NA,Living Characters,213,"1937, March",dc
Richard Tyler (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,212,"1985, November",dc
James Ewell Brown Stuart (New Earth),Public,Good,NA,Brown Hair,Male,NA,Deceased Characters,212,"1961, May",dc
Todd Rice (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,Homosexual Characters,Living Characters,208,"1983, September",dc
Yz (New Earth),Secret,Good,Red Eyes,NA,Male,NA,Living Characters,207,"1940, January",dc
Matrix (Pocket Universe),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,206,"1988, April",dc
Wolfgang Winks (New Earth),Public,Good,NA,Black Hair,Male,NA,Living Characters,206,"1942, November",dc
William Glenmorgan (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,199,"1940, June",dc
Stephanie Brown (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,198,"1992, August",dc
Raymond Terrill (New Earth),Secret,Good,Green Eyes,Red Hair,Male,NA,Living Characters,192,"1992, February",dc
Adam Blake (New Earth),Public,Good,Hazel Eyes,Brown Hair,Male,NA,Living Characters,191,"1951, June",dc
Kimiyo Hoshi (New Earth),Secret,NA,Black Eyes,Black Hair,Female,NA,Living Characters,189,"1985, July",dc
Jack Ryder (New Earth),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,188,"1968, April",dc
Vandar Adg (New Earth),Public,NA,Brown Eyes,Black Hair,Male,NA,Living Characters,188,"1943, December",dc
Justin Arthur (New Earth),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,184,"1941, September",dc
Max Mercury (New Earth),Secret,Good,Blue Eyes,Grey Hair,Male,NA,Living Characters,183,"1940, November",dc
Abigail Arcane (New Earth),Public,Good,Blue Eyes,White Hair,Female,NA,Living Characters,182,"1973, January",dc
Thomas Haukins (New Earth),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,181,"1947, June",dc
Margaret Sawyer (New Earth),Public,NA,Blue Eyes,NA,Female,Homosexual Characters,Living Characters,180,"1987, April",dc
Waylon Jones (New Earth),Public,Bad,Red Eyes,NA,Male,NA,Living Characters,180,"1983, March",dc
Travis Morgan (New Earth),Public,Good,Blue Eyes,White Hair,Male,NA,Deceased Characters,180,"1975, November",dc
Gorilla Grodd (New Earth),Public,Bad,Grey Eyes,Black Hair,Male,NA,Living Characters,179,"1959, May",dc
Talia al Ghul (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Female,NA,Deceased Characters,177,"1971, May",dc
Adam Strange (New Earth),Public,NA,Blue Eyes,Blond Hair,Male,NA,Living Characters,177,"1958, December",dc
Patrick Dugan (New Earth),Secret,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,177,"1941, October",dc
Daniel Cassidy (New Earth),Secret,Good,Yellow Eyes,NA,Male,NA,Living Characters,176,"1984, June",dc
James Harper Clone (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,176,"1971, January",dc
Thomas Kalmaku (New Earth),Public,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,176,"1960, October",dc
Gabrielle Doe (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,175,"1983, July",dc
Henry Hall (New Earth),Secret,Good,Red Eyes,Brown Hair,Male,NA,Living Characters,175,"1968, June",dc
Connor Hawke (New Earth),Secret,Good,Green Eyes,Blond Hair,Male,NA,Living Characters,174,"1994, October",dc
Linda Park (New Earth),Public,NA,Brown Eyes,Black Hair,Female,NA,Living Characters,174,"1989, July",dc
Cyrus Gold (New Earth),Secret,Bad,Black Eyes,White Hair,Male,NA,Deceased Characters,174,"1944, October",dc
Edward Nashton (New Earth),Public,Neutral,Blue Eyes,Black Hair,Male,NA,Living Characters,173,"1988, January",dc
Arisia Rrab (New Earth),Public,Good,Yellow Eyes,Blond Hair,Female,NA,Living Characters,173,"1981, May",dc
Robert Crane (New Earth),Secret,Good,Red Eyes,NA,Male,NA,Living Characters,171,"1942, April",dc
Joan Williams (New Earth),Public,NA,Blue Eyes,Grey Hair,Female,NA,Living Characters,171,"1940, January",dc
William Magnus (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,170,"1962, April",dc
Mary Batson (New Earth),Secret,Good,Blue Eyes,Brown Hair,Female,NA,Living Characters,168,"1995, April",dc
Jean Loring (New Earth),Public,Bad,Green Eyes,Black Hair,Female,NA,Deceased Characters,168,"1961, October",dc
Oberon (New Earth),Public,NA,Blue Eyes,White Hair,Male,NA,Living Characters,167,"1971, April",dc
Grant Emerson (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,166,"1994, April",dc
Rita Farr (New Earth),Secret,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,166,"1963, June",dc
Jason Rusch (New Earth),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,165,"2004, July",dc
Hector Hall (New Earth),Secret,Good,Blue Eyes,White Hair,Male,NA,Deceased Characters,165,"1983, September",dc
Mercury (New Earth),Secret,Good,Photocellular Eyes,NA,Male,NA,Living Characters,165,"1962, April",dc
Jaime Reyes (New Earth),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,164,"2006, February",dc
Platinum (New Earth),Secret,Good,Photocellular Eyes,NA,Female,NA,Living Characters,164,"1962, April",dc
Andre Chavard (New Earth),Public,Good,NA,Brown Hair,Male,NA,Living Characters,164,"1942, June",dc
Daniel Leong (New Earth),Secret,Good,Black Eyes,Black Hair,Male,NA,Deceased Characters,164,"1942, February",dc
Vril Dox II (New Earth),Public,Good,Green Eyes,Blond Hair,Male,NA,Living Characters,163,"1964, February",dc
"Roy Raymond, Sr. (New Earth)",Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,163,"1949, November",dc
Uncle Sam (New Earth),Secret,NA,Blue Eyes,White Hair,Male,NA,Living Characters,162,"1940, July",dc
Metron (New Earth),Secret,Neutral,Blue Eyes,Black Hair,Male,NA,Deceased Characters,161,"1971, March",dc
Iron (New Earth),Secret,Good,Photocellular Eyes,NA,Male,NA,Living Characters,161,"1962, April",dc
Lead (New Earth),Secret,Good,Photocellular Eyes,NA,Male,NA,Living Characters,161,"1962, April",dc
Lucas Carr (New Earth),Public,NA,Blue Eyes,Brown Hair,Male,NA,Living Characters,161,"1960, March",dc
Hartley Rathaway (New Earth),Secret,Good,Blue Eyes,Red Hair,Male,Homosexual Characters,Living Characters,160,"1959, May",dc
Lana Lang (New Earth),Public,Good,Green Eyes,Red Hair,Female,NA,Living Characters,159,"1986, October",dc
Rose Wilson (New Earth),Secret,Good,Blue Eyes,White Hair,Female,NA,Living Characters,158,"1992, October",dc
DeSaad (New Earth),Public,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,158,"1971, May",dc
Charles Taine (Pre-Zero Hour),Secret,Good,Black Eyes,Black Hair,Male,NA,Living Characters,158,"1961, May",dc
Bane (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,157,"1993, January",dc
Salakk (New Earth),Secret,Good,White Eyes,NA,Male,NA,Living Characters,155,"1982, February",dc
Tin (New Earth),Secret,Good,Photocellular Eyes,NA,Male,NA,Living Characters,155,"1962, April",dc
Samuel Morgan (New Earth),NA,Good,NA,Red Hair,Male,NA,Deceased Characters,155,"1937, March",dc
Eve Eden (New Earth),Secret,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,154,"1966, September",dc
Harleen Quinzel (New Earth),Public,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,153,"1999, October",dc
Benjamin Turner (New Earth),Secret,Neutral,Brown Eyes,Black Hair,Male,NA,Living Characters,153,"1975, May",dc
Mark Mardon (New Earth),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,152,"1960, January",dc
Teth-Adam (New Earth),Secret,Neutral,Brown Eyes,Black Hair,Male,NA,Living Characters,152,"1945, December",dc
Catherine Grant (New Earth),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,151,"1987, January",dc
Terrence Sloane (New Earth),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,151,"1942, January",dc
Jason Blood (New Earth),Public,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,148,"1972, September",dc
Gold (New Earth),Secret,Good,Photocellular Eyes,NA,Male,NA,Living Characters,147,"1962, April",dc
Victor Fries (New Earth),Secret,Bad,Blue Eyes,NA,Male,NA,Living Characters,143,"1959, February",dc
Thomas Wayne (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,142,"1987, February",dc
Arthur Light (New Earth),Public,Bad,Black Eyes,Black Hair,Male,NA,Deceased Characters,142,"1962, June",dc
Lester Davis (New Earth),Public,Good,NA,Black Hair,Male,NA,Living Characters,142,"1957, February",dc
Artemis of Bana-Mighdall (New Earth),Public,Good,Green Eyes,Red Hair,Female,NA,Living Characters,141,"1994, September",dc
Alanna Strange (New Earth),Public,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,141,"1958, December",dc
Nuidis Vulko (New Earth),Public,Good,Blue Eyes,White Hair,Male,NA,Living Characters,140,"1967, September",dc
Steven Dayton (New Earth),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,140,"1964, November",dc
Lee Travis (New Earth),Secret,Good,Black Eyes,Black Hair,Male,NA,Deceased Characters,139,"1938, October",dc
Martin Stein (New Earth),Secret,Good,Brown Eyes,Grey Hair,Male,NA,Deceased Characters,138,"1978, March",dc
Solis (New Earth),Secret,NA,Blue Eyes,Strawberry Blond Hair,Male,NA,Living Characters,138,"1971, March",dc
Alfred Twidgett (New Earth),Public,NA,NA,NA,Male,NA,Living Characters,137,"1942, June",dc
Tubby Watts (New Earth),NA,Good,NA,Red Hair,Male,NA,Living Characters,137,"1941, September",dc
Unknown Soldier I (New Earth),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,136,"1970, July",dc
Giovanni Giuseppe (New Earth),Secret,Neutral,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,136,"1960, July",dc
Cynthia Reynolds (New Earth),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,134,"1984, October",dc
Victoria Vale (New Earth),Public,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,134,"1948, October",dc
Lucius Fox (New Earth),Public,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,133,"1979, January",dc
Ganthet (New Earth),Public,Good,Green Eyes,White Hair,Male,NA,Living Characters,132,1992,dc
Izaya (New Earth),Public,Good,Grey Eyes,White Hair,Male,NA,Deceased Characters,132,"1971, March",dc
Barbara Ann Minerva (New Earth),Public,NA,Brown Eyes,NA,Female,NA,Living Characters,131,"1987, August",dc
Rory Regan (New Earth),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,131,"1976, September",dc
Eclipso (New Earth),Secret,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,131,"1963, July",dc
Mick Rory (New Earth),Public,NA,Blue Eyes,NA,Male,NA,Living Characters,131,"1963, November",dc
Kyle Morgan (New Earth),Public,Good,Brown Eyes,Blond Hair,Male,NA,Living Characters,131,"1957, February",dc
Matthew Ryan (New Earth),Public,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,131,"1957, February",dc
Dinah Drake (New Earth),Secret,Good,Blue Eyes,Black Hair,Female,NA,Deceased Characters,131,"1947, August",dc
Robert Langstrom (New Earth),Secret,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,130,"1970, June",dc
Sargent Steel (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,130,"1964, December",dc
Victory (New Earth),NA,Good,Black Eyes,White Hair,Male,NA,Living Characters,130,"1941, September",dc
Katma Tui (New Earth),Public,Good,NA,Black Hair,Female,NA,Deceased Characters,129,"1964, July",dc
Walter Haley (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,129,"1957, February",dc
Charles Victor Szasz (New Earth),Secret,Good,Blue Eyes,Strawberry Blond Hair,Male,NA,Deceased Characters,128,"1967, June",dc
Ares (New Earth),Public,Bad,Red Eyes,Blond Hair,Male,NA,Living Characters,127,"1987, February",dc
Rip Carter (New Earth),Public,Good,NA,Black Hair,Male,NA,Living Characters,127,"1942, June",dc
Eradicator (New Earth),Public,Good,Photocellular Eyes,Black Hair,Male,NA,Deceased Characters,126,"1989, May",dc
Emil Hamilton (New Earth),Public,Bad,Hazel Eyes,Grey Hair,Male,NA,Living Characters,126,"1987, January",dc
Richard Swift (New Earth),Secret,Neutral,Grey Eyes,Black Hair,Male,NA,Living Characters,126,"1942, September",dc
Frederick Freeman (New Earth),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,125,"1995, May",dc
Katar Hol (New Earth),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,125,"1989, August",dc
Richard Occult (New Earth),Secret,NA,Grey Eyes,Black Hair,Male,NA,Living Characters,125,"1935, October",dc
Maxima (New Earth),Public,Good,Brown Eyes,Red Hair,Female,NA,Deceased Characters,124,"1989, September",dc
Dawn Granger (New Earth),Secret,Good,Blue Eyes,White Hair,Female,NA,Living Characters,124,"1988, October",dc
Inza Cramer (New Earth),Secret,Good,Green Eyes,Strawberry Blond Hair,Female,NA,Deceased Characters,124,"1940, May",dc
Linda Danvers (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,123,"1996, September",dc
Dubbilex (New Earth),Public,Good,Green Eyes,NA,Male,NA,Living Characters,123,"1971, March",dc
Gunner MacKay (New Earth),Public,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,123,"1959, May",dc
Antonia Monetti (New Earth),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,122,"1996, October",dc
Jack Knight (New Earth),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,122,"1994, September",dc
Skeets (New Earth),Public,Good,NA,NA,Male,NA,Living Characters,122,"1986, February",dc
Nimue Inwudu (New Earth),Public,Good,Green Eyes,Black Hair,Female,NA,Living Characters,121,"1978, February",dc
Khaji Da (New Earth),Secret,Good,NA,NA,NA,NA,Living Characters,121,"1964, June",dc
Sarge Clay (New Earth),Public,Good,Blue Eyes,Strawberry Blond Hair,Male,NA,Deceased Characters,121,"1959, May",dc
Elizabeth Lawrence (New Earth),Secret,NA,Blue Eyes,Blond Hair,Female,NA,Living Characters,120,"1942, December",dc
Pallas Athena (New Earth),Public,Neutral,Grey Eyes,Brown Hair,Female,NA,Living Characters,118,"1958, May",dc
Crispus Allen (New Earth),Secret,Good,Brown Eyes,NA,Male,NA,Deceased Characters,116,"2000, March",dc
Evan McCulloch (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,116,"1989, February",dc
Terrence Long (New Earth),Public,Good,Blue Eyes,Red Hair,Male,NA,Deceased Characters,116,"1981, June",dc
Strata (New Earth),Public,Good,White Eyes,NA,Female,NA,Living Characters,115,"1989, February",dc
Granny Goodness (New Earth),Public,Bad,Blue Eyes,White Hair,Female,NA,Deceased Characters,115,"1971, June",dc
Dolphin (New Earth),NA,Good,Blue Eyes,Silver Hair,Female,NA,Deceased Characters,115,"1968, December",dc
Zeus (New Earth),Public,Neutral,Blue Eyes,White Hair,Male,NA,Living Characters,115,"1941, December",dc
Holly Robinson (New Earth),Secret,Good,Blue Eyes,Red Hair,Female,Homosexual Characters,Living Characters,114,"1987, February",dc
Martha Kane (New Earth),Public,Good,Blue Eyes,Black Hair,Female,NA,Deceased Characters,113,"1987, February",dc
Jason Woodrue (New Earth),Public,Bad,Red Eyes,Green Hair,Male,NA,Living Characters,113,"1962, July",dc
John Sargent (New Earth),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,113,"1941, May",dc
Dian Belmont (New Earth),Public,Good,Hazel Eyes,Brown Hair,Female,NA,Deceased Characters,113,"1940, February",dc
Edward Bloomberg (New Earth),Secret,Good,Yellow Eyes,Grey Hair,Male,NA,Deceased Characters,111,"1984, June",dc
Leslie Thompkins (New Earth),Public,Good,Blue Eyes,White Hair,Female,NA,Living Characters,111,"1976, March",dc
Tara Markov (Team Titans),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,110,1991,dc
Dmitri Pushkin (New Earth),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,110,"1987, February",dc
June Moone (New Earth),Secret,Good,Green Eyes,Black Hair,Female,NA,Living Characters,110,"1966, April",dc
Mia Dearden (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,109,"2001, May",dc
Krypto (New Earth),Secret,Good,Blue Eyes,White Hair,Male,NA,Living Characters,109,"1955, March",dc
Ohiyesa I (New Earth),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,109,"1949, September",dc
Donald Richards (New Earth),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,109,"1942, March",dc
Zauriel (New Earth),Public,Good,Red Eyes,White Hair,Male,NA,Living Characters,108,"1997, June",dc
Leonid Kovar (New Earth),Secret,Good,Green Eyes,Blond Hair,Male,NA,Living Characters,108,"1968, December",dc
Thomas Blake (New Earth),Secret,Neutral,Blue Eyes,Blond Hair,Male,NA,Living Characters,108,"1963, January",dc
Emily Briggs (New Earth),Public,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,107,"1985, September",dc
Lilith Clay (New Earth),Secret,Good,Green Eyes,Strawberry Blond Hair,Female,NA,Deceased Characters,107,"1970, February",dc
Thomas Tresser (New Earth),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,106,"1980, September",dc
Hans von Hammer (New Earth),Public,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,106,"1965, February",dc
William Polk (New Earth),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,106,"1948, February",dc
Lyla Michaels (New Earth),Public,Good,Green Eyes,Blond Hair,Female,NA,Deceased Characters,105,"1982, July",dc
Bruce Gordon (New Earth),Public,Good,NA,Brown Hair,Male,NA,Living Characters,105,"1963, July",dc
Sugar Plumm (New Earth),NA,Good,NA,Blond Hair,Female,NA,Living Characters,105,"1956, May",dc
Jervis Tetch (New Earth),Secret,Bad,Blue Eyes,Red Hair,Male,NA,Living Characters,105,"1948, October",dc
Enya Wazzo (New Earth),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,104,"1989, November",dc
Werner Vertigo (New Earth),Secret,Neutral,Blue Eyes,Blond Hair,Male,NA,Living Characters,104,"1978, July",dc
Sapphire Stagg (New Earth),NA,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,104,"1965, January",dc
Zinda Blake (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,104,"1959, February",dc
Cecil Wilson (New Earth),NA,Good,NA,Red Hair,Male,NA,Living Characters,104,"1956, May",dc
Aphrodite (New Earth),Public,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,104,"1941, December",dc
Sarah Essen (New Earth),Public,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,103,"1987, March",dc
Jade Nguyen (New Earth),Secret,Bad,Green Eyes,Black Hair,Female,NA,Living Characters,103,"1983, August",dc
Rip Hunter (New Earth),Secret,NA,Blue Eyes,Blond Hair,Male,NA,Living Characters,103,"1959, June",dc
Wing How (New Earth),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,103,"1938, October",dc
Jack Drake (New Earth),NA,Good,Black Eyes,Brown Hair,Male,NA,Deceased Characters,102,"1989, August",dc
Vril Dox I (New Earth),Secret,Bad,Green Eyes,NA,Male,NA,Living Characters,102,"1988, March",dc
Adolf Hitler (New Earth),Public,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,101,"1942, March",dc
Grace Choi (New Earth),Secret,Good,Brown Eyes,Red Hair,Female,Bisexual Characters,Living Characters,100,"2003, August",dc
Lawrence Jordan (New Earth),Secret,NA,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,100,"1942, February",dc
Natasha Irons (New Earth),Public,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,99,"1994, February",dc
Katherine Spencer (New Earth),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,98,"2004, October",dc
Stealth (New Earth),Secret,Good,Pink Eyes,White Hair,Female,NA,Deceased Characters,98,"1989, February",dc
Lorraine Reilly (New Earth),Secret,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,98,"1982, June",dc
Noah Kuttler (New Earth),Public,Bad,Green Eyes,Brown Hair,Male,NA,Living Characters,98,"1976, September",dc
Despero (New Earth),Public,Bad,Yellow Eyes,NA,Male,NA,Living Characters,98,"1960, November",dc
Jan Haasan (New Earth),Public,Good,NA,Blond Hair,Male,NA,Living Characters,98,"1942, June",dc
Tef\u00e9 Holland (New Earth),NA,Bad,Blue Eyes,White Hair,Female,Bisexual Characters,Living Characters,97,"1989, December",dc
Hippolyta Trevor (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,97,"1983, February",dc
Jeffrey Franklin Burr (New Earth),Secret,Bad,Black Eyes,NA,Male,NA,Deceased Characters,97,"1976, March",dc
Bizarro (New Earth),Public,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,96,"2000, September",dc
Henry Henshaw (New Earth),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,96,"1990, May",dc
Charles Dickles (New Earth),Public,Good,NA,NA,Male,NA,Living Characters,96,"1941, June",dc
Maxine Hunkel (New Earth),Secret,Good,Green Eyes,Red Hair,Female,NA,Living Characters,95,"2007, February",dc
Dream (New Earth),Secret,Neutral,Black Eyes,Black Hair,Male,NA,Deceased Characters,95,"1989, January",dc
Wade Eiling (New Earth),Public,Bad,Red Eyes,Brown Hair,Male,NA,Living Characters,95,"1987, March",dc
Black Manta (New Earth),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,95,"1967, October",dc
Felix Faust (New Earth),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,95,"1962, March",dc
Virgil Hawkins (Dakotaverse),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,94,"1993, June",dc
James Harper (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,94,"1942, April",dc
Soranik Natu (New Earth),Public,Good,Purple Eyes,Black Hair,Female,NA,Living Characters,93,"2005, November",dc
Anissa Pierce (New Earth),Secret,Good,Brown Eyes,Black Hair,Female,Homosexual Characters,Living Characters,92,"2003, August",dc
Roman Sionis (New Earth),Public,Bad,Black Eyes,NA,Male,NA,Deceased Characters,92,"1985, August",dc
"Henry King, Jr. (New Earth)",Public,Good,Blue Eyes,Strawberry Blond Hair,Male,NA,Living Characters,92,"1983, August",dc
Orm Marius (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,92,"1966, October",dc
Citizen Abra (New Earth),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,92,"1962, May",dc
Abin Sur (New Earth),Public,Good,Blue Eyes,NA,Male,NA,Deceased Characters,92,"1959, October",dc
Merlin (New Earth),Secret,Neutral,Black Eyes,White Hair,Male,NA,Living Characters,92,"1936, February",dc
William Payton (New Earth),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,91,"1988, October",dc
Danette Reilly (New Earth),Secret,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,91,"1981, August",dc
Jonathan Tane (New Earth),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,91,"1948, August",dc
Ronald Troupe (New Earth),Public,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,90,"1991, July",dc
William Storm (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,90,"1964, June",dc
Hermes (New Earth),Public,Neutral,Blue Eyes,Blond Hair,Male,NA,Living Characters,90,"1959, April",dc
Timothy Hunter (New Earth),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,89,"1990, December",dc
Taghurrhu (New Earth),Public,Good,Green Eyes,Orange Hair,Male,NA,Living Characters,89,"1981, June",dc
Sandra Wu-San (New Earth),Secret,Neutral,Brown Eyes,Black Hair,Female,NA,Living Characters,89,"1976, January",dc
Eobard Thawne (New Earth),Secret,Bad,Blue Eyes,Strawberry Blond Hair,Male,NA,Deceased Characters,89,"1963, September",dc
William Zard (New Earth),Public,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,89,"1947, April",dc
Arnold Wesker (New Earth),Public,Bad,Blue Eyes,White Hair,Male,NA,Deceased Characters,88,"1988, February",dc
Philippus (New Earth),Public,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,88,"1987, February",dc
David Clinton (New Earth),Secret,NA,Blue Eyes,Black Hair,Male,NA,Living Characters,88,"1962, November",dc
Bobo T. Chimpanzee (New Earth),NA,NA,Black Eyes,Black Hair,Male,NA,Living Characters,88,"1952, August",dc
Miriam Delgado (Team Titans),Secret,Good,Black Eyes,Black Hair,Female,NA,Living Characters,87,1991,dc
Mister Bones (New Earth),Secret,Neutral,NA,NA,Male,NA,Living Characters,87,"1985, July",dc
Mikaal Tomas (New Earth),Secret,Good,Blue Eyes,Purple Hair,Male,Homosexual Characters,Living Characters,87,"1976, March",dc
Peter Ross (New Earth),Public,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,87,"1961, January",dc
Matthew Tyler (New Earth),Public,Good,White Eyes,NA,Male,NA,Deceased Characters,86,"1997, November",dc
Suzanne King-Jones (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,86,"1997, August",dc
Rosabelle Mendez (New Earth),Secret,Good,Red Eyes,NA,NA,NA,Deceased Characters,86,"1991, February",dc
Sardath (New Earth),Public,Good,Blue Eyes,NA,Male,NA,Living Characters,86,"1958, December",dc
Herakles (New Earth),Public,NA,Brown Eyes,Brown Hair,Male,NA,Living Characters,86,"1941, December",dc
Harold Thompson (New Earth),Secret,NA,Blue Eyes,Blond Hair,Male,NA,Living Characters,86,"1938, June",dc
Shayera Thal (New Earth),Secret,Good,Blue Eyes,Red Hair,Female,NA,Deceased Characters,85,"1989, August",dc
Mallah (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Male,Homosexual Characters,Deceased Characters,85,"1964, March",dc
Congorilla (New Earth),Public,Good,Blue Eyes,Gold Hair,Male,NA,Living Characters,85,"1959, January",dc
Thomas Elliot (New Earth),Secret,Bad,Blue Eyes,Red Hair,Male,NA,Living Characters,84,"2003, January",dc
Greta Hayes (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,84,"1998, June",dc
Parallax (New Earth),Secret,Bad,NA,NA,NA,NA,Living Characters,84,"1994, March",dc
Julia Deneiros (New Earth),Public,Good,Blue Eyes,Grey Hair,Female,NA,Living Characters,84,"1987, April",dc
Etta Candy (New Earth),Public,Good,Green Eyes,Brown Hair,Female,NA,Living Characters,84,"1942, February",dc
Jonathan Law (New Earth),Secret,NA,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,84,"1941, October",dc
Thomas Bronson (New Earth),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,83,"2007, February",dc
Norda Cantrell (New Earth),Secret,NA,White Eyes,Brown Hair,Male,NA,Living Characters,83,"1983, September",dc
