state,county,expectancy,income
Pennsylvania,Fulton County,77.555,36837
Pennsylvania,Greene County,76.285,45760
Pennsylvania,Huntingdon County,78.51,36195
Pennsylvania,Indiana County,78.16,36013
Pennsylvania,Jefferson County,76.88,38242
Pennsylvania,Juniata County,77.91,38152
Pennsylvania,Lackawanna County,77.25,42662
Pennsylvania,Lancaster County,79.96,44995
Pennsylvania,Lawrence County,77.41,39893
Pennsylvania,Lebanon County,79.07,43090
Pennsylvania,Lehigh County,79.31,47537
Pennsylvania,Luzerne County,77.115,40746
Pennsylvania,Lycoming County,77.895,41171
Pennsylvania,McKean County,77.38,40291
Pennsylvania,Mercer County,77.37,37820
Pennsylvania,Mifflin County,77.615,35139
Pennsylvania,Monroe County,78.68,38043
Pennsylvania,Montgomery County,80.24,71306
Pennsylvania,Montour County,78.89,50859
Pennsylvania,Northampton County,79.56,47776
Pennsylvania,Northumberland County,77.715,37689
Pennsylvania,Perry County,77.275,39884
Pennsylvania,Philadelphia County,74.97,49701
Pennsylvania,Pike County,79.985,40738
Pennsylvania,Potter County,78.2,35208
Pennsylvania,Schuylkill County,77.13,39539
Pennsylvania,Snyder County,78.585,38519
Pennsylvania,Somerset County,78.41,36671
Pennsylvania,Sullivan County,76.815,39995
Pennsylvania,Susquehanna County,78.26,40317
Pennsylvania,Tioga County,78.185,35877
Pennsylvania,Union County,79.87,36391
Pennsylvania,Venango County,77.085,38205
Pennsylvania,Warren County,77.835,41745
Pennsylvania,Washington County,77.545,53783
Pennsylvania,Wayne County,78.57,37447
Pennsylvania,Westmoreland County,78.59,46764
Pennsylvania,Wyoming County,76.815,41369
Pennsylvania,York County,79.115,44651
Rhode Island,Bristol County,80.16,69066
Rhode Island,Kent County,78.44,53776
Rhode Island,Newport County,80.52,61666
Rhode Island,Providence County,78.73,44399
Rhode Island,Washington County,80.03,58274
South Carolina,Abbeville County,76.84,30468
South Carolina,Aiken County,77.21,37389
South Carolina,Allendale County,73.16,28199
South Carolina,Anderson County,76.025,35297
South Carolina,Bamberg County,73.16,29845
South Carolina,Barnwell County,73.58,27704
South Carolina,Beaufort County,81.36,48134
South Carolina,Berkeley County,77.345,34684
South Carolina,Calhoun County,75.215,33874
South Carolina,Charleston County,77.62,50838
South Carolina,Cherokee County,74.575,29394
South Carolina,Chester County,73.935,30441
South Carolina,Chesterfield County,73.795,29962
South Carolina,Clarendon County,74.79,27692
South Carolina,Colleton County,72.435,33120
South Carolina,Darlington County,73.04,33680
South Carolina,Dillon County,72.655,25461
South Carolina,Dorchester County,77.83,35966
South Carolina,Edgefield County,77.115,31173
South Carolina,Fairfield County,73.86,33633
South Carolina,Florence County,73.845,37322
South Carolina,Georgetown County,75.905,39888
South Carolina,Greenville County,77.61,43132
South Carolina,Greenwood County,76.115,33723
South Carolina,Hampton County,73.6,27398
South Carolina,Horry County,76.915,32830
South Carolina,Jasper County,73.65,25951
South Carolina,Kershaw County,75.875,37163
South Carolina,Lancaster County,76.475,38043
South Carolina,Laurens County,73.93,31406
South Carolina,Lee County,72.575,26425
South Carolina,Lexington County,77.275,41764
South Carolina,McCormick County,76.84,33608
South Carolina,Marion County,71.865,28674
South Carolina,Marlboro County,73.055,25161
South Carolina,Newberry County,75.375,34660
South Carolina,Oconee County,76.575,37761
South Carolina,Orangeburg County,72.485,30578
South Carolina,Pickens County,76.565,33911
South Carolina,Richland County,77.335,41025
South Carolina,Saluda County,77.235,32113
South Carolina,Spartanburg County,75.67,38686
South Carolina,Sumter County,75.505,36834
South Carolina,Union County,73.415,30115
South Carolina,Williamsburg County,73.13,27637
South Carolina,York County,77.515,39778
South Dakota,Aurora County,79.81,46921
South Dakota,Beadle County,78.575,50086
South Dakota,Bennett County,73.225,29463
South Dakota,Bon Homme County,79.415,35431
South Dakota,Brookings County,80.255,43815
South Dakota,Brown County,79.61,50001
South Dakota,Brule County,78.77,44245
South Dakota,Buffalo County,78.575,25341
South Dakota,Butte County,78.56,33875
South Dakota,Campbell County,79.88,41709
South Dakota,Charles Mix County,79.415,41119
South Dakota,Clark County,78.11,44662
South Dakota,Clay County,80.005,36022
South Dakota,Codington County,79.255,42820
South Dakota,Corson County,75.285,27107
South Dakota,Custer County,73.57,42405
South Dakota,Davison County,78.875,50132
South Dakota,Day County,78.665,41809
South Dakota,Deuel County,79.255,50958
South Dakota,Dewey County,75.285,35125
South Dakota,Douglas County,79.81,55554
South Dakota,Edmunds County,79.88,48026
South Dakota,Fall River County,73.57,43766
South Dakota,Faulk County,79.61,43730
South Dakota,Grant County,79.255,63456
South Dakota,Gregory County,78.77,41240
South Dakota,Haakon County,79.67,52801
South Dakota,Hamlin County,78.11,37084
South Dakota,Hand County,78.575,52543
South Dakota,Hanson County,78.875,64310
South Dakota,Harding County,78.56,54916
South Dakota,Hughes County,79.205,49087
South Dakota,Hutchinson County,79.81,49951
South Dakota,Hyde County,79.61,46040
South Dakota,Jackson County,73.225,25478
South Dakota,Jerauld County,78.575,53084
South Dakota,Jones County,79.67,59561
South Dakota,Kingsbury County,78.11,48486
South Dakota,Lake County,79.785,58299
South Dakota,Lawrence County,79,43984
South Dakota,Lincoln County,82.075,63242
South Dakota,Lyman County,79.205,43701
South Dakota,McCook County,78.875,46234
South Dakota,McPherson County,79.88,40910
South Dakota,Marshall County,78.665,45420
South Dakota,Meade County,78.56,38645
South Dakota,Mellette County,73.225,27659
South Dakota,Miner County,78.875,47356
South Dakota,Minnehaha County,78.75,50760
South Dakota,Moody County,79.785,48666
South Dakota,Pennington County,79.67,46480
South Dakota,Perkins County,78.56,39255
South Dakota,Potter County,75.285,82608
South Dakota,Roberts County,78.665,33377
South Dakota,Sanborn County,78.575,51165
South Dakota,Shannon County,73.57,NA
South Dakota,Spink County,78.665,51167
South Dakota,Stanley County,79.67,64515
South Dakota,Sully County,79.67,60007
South Dakota,Todd County,73.225,24500
South Dakota,Tripp County,78.77,46057
South Dakota,Turner County,80.1,65784
South Dakota,Union County,80.005,88707
South Dakota,Walworth County,79.88,41952
South Dakota,Yankton County,80.1,44953
South Dakota,Ziebach County,75.285,20944
Tennessee,Anderson County,75.755,38637
Tennessee,Bedford County,75.915,34618
Tennessee,Benton County,72.675,33443
Tennessee,Bledsoe County,75.825,20719
Tennessee,Blount County,77.07,37900
Tennessee,Bradley County,76.395,37216
Tennessee,Campbell County,73.615,30981
Tennessee,Cannon County,74.795,33416
Tennessee,Carroll County,73.35,34865
Tennessee,Carter County,75.71,31407
Tennessee,Cheatham County,75.135,38177
Tennessee,Chester County,76.525,29701
Tennessee,Claiborne County,73.89,31161
Tennessee,Clay County,74.73,31431
Tennessee,Cocke County,74.265,29206
Tennessee,Coffee County,74.99,36679
Tennessee,Crockett County,74.97,35968
Tennessee,Cumberland County,77.295,33973
Tennessee,Davidson County,76.375,55411
Tennessee,Decatur County,74.87,34149
Tennessee,DeKalb County,74.795,33746
Tennessee,Dickson County,75.805,35952
Tennessee,Dyer County,75.11,38153
Tennessee,Fayette County,76.77,47649
Tennessee,Fentress County,73.32,29490
Tennessee,Franklin County,76.39,35757
Tennessee,Gibson County,73.125,36002
Tennessee,Giles County,75.48,36189
Tennessee,Grainger County,74.25,29623
Tennessee,Greene County,74.775,37622
Tennessee,Grundy County,72.84,28975
Tennessee,Hamblen County,74.91,34696
Tennessee,Hamilton County,77.145,46460
Tennessee,Hancock County,74.25,23733
Tennessee,Hardeman County,74.135,27400
Tennessee,Hardin County,74.815,34499
Tennessee,Hawkins County,74.88,31391
Tennessee,Haywood County,73.92,28546
Tennessee,Henderson County,74.775,32503
Tennessee,Henry County,74.23,37891
Tennessee,Hickman County,75.665,29238
Tennessee,Houston County,75.13,31624
Tennessee,Humphreys County,75.68,36082
Tennessee,Jackson County,74.67,28256
Tennessee,Jefferson County,75.48,31994
Tennessee,Johnson County,75.11,30543
Tennessee,Knox County,76.735,44849
Tennessee,Lake County,74.42,24256
Tennessee,Lauderdale County,73.705,26617
Tennessee,Lawrence County,75.475,31919
Tennessee,Lewis County,75.33,29359
Tennessee,Lincoln County,76.24,37279
Tennessee,Loudon County,77.785,42971
Tennessee,McMinn County,75.04,33020
Tennessee,McNairy County,73.75,29105
Tennessee,Macon County,74.055,30845
Tennessee,Madison County,76.475,38288
Tennessee,Marion County,74.825,34388
Tennessee,Marshall County,75.13,33513
Tennessee,Maury County,75.88,37947
Tennessee,Meigs County,74.12,30386
Tennessee,Monroe County,75.19,30470
Tennessee,Montgomery County,75.855,39400
Tennessee,Moore County,76.24,38179
Tennessee,Morgan County,75.04,27329
Tennessee,Obion County,74.42,35699
Tennessee,Overton County,74.73,29962
Tennessee,Perry County,74.87,28759
Tennessee,Pickett County,74.73,34472
Tennessee,Polk County,74.785,30937
Tennessee,Putnam County,76.475,36215
Tennessee,Rhea County,74.12,32573
Tennessee,Roane County,75.34,37441
Tennessee,Robertson County,75.72,37661
Tennessee,Rutherford County,77.65,37654
Tennessee,Scott County,74.26,27231
Tennessee,Sequatchie County,75.825,33653
Tennessee,Sevier County,75.92,34693
Tennessee,Shelby County,75.27,45153
Tennessee,Smith County,74.67,35182
Tennessee,Stewart County,75.13,38085
Tennessee,Sullivan County,76.225,38799
Tennessee,Sumner County,77.495,43079
Tennessee,Tipton County,75.225,34721
Tennessee,Trousdale County,74.055,34954
Tennessee,Unicoi County,75.5,34826
Tennessee,Union County,75.335,28611
Tennessee,Van Buren County,75.2,26693
Tennessee,Warren County,74.76,32135
Tennessee,Washington County,76.875,39034
Tennessee,Wayne County,75.33,28134
Tennessee,Weakley County,76.17,32575
Tennessee,White County,75.2,30967
Tennessee,Williamson County,81.35,87419
Tennessee,Wilson County,77.73,43458
Texas,Anderson County,74.585,31686
Texas,Andrews County,76.545,52319
Texas,Angelina County,75.055,39328
Texas,Aransas County,76.1,44321
Texas,Archer County,78.16,49597
Texas,Armstrong County,77.79,44078
Texas,Atascosa County,77.35,38437
Texas,Austin County,78.355,51260
Texas,Bailey County,76.145,42925
Texas,Bandera County,79.84,41827
Texas,Bastrop County,77.71,32723
Texas,Baylor County,76.55,42081
Texas,Bee County,76.36,28423
Texas,Bell County,77.445,41574
Texas,Bexar County,78.405,42702
Texas,Blanco County,78.58,48239
Texas,Borden County,75.57,57151
Texas,Bosque County,77.21,40711
Texas,Bowie County,75.405,37066
Texas,Brazoria County,78.3,44867
Texas,Brazos County,79.53,34964
Texas,Brewster County,79.15,42337
Texas,Briscoe County,77.79,42123
Texas,Brooks County,75.955,36756
Texas,Brown County,74.915,33917
Texas,Burleson County,77.375,41880
Texas,Burnet County,79.045,44219
Texas,Caldwell County,77.59,30925
Texas,Calhoun County,76.73,38618
Texas,Callahan County,75.87,37919
Texas,Cameron County,79.655,26826
Texas,Camp County,75.2,39031
Texas,Carson County,77.79,45244
Texas,Cass County,74.81,34149
Texas,Castro County,77.71,63583
Texas,Chambers County,77.76,49647
Texas,Cherokee County,75.865,32274
Texas,Childress County,77.475,27471
Texas,Clay County,75.58,42079
Texas,Cochran County,76.145,41223
Texas,Coke County,76.38,34766
Texas,Coleman County,75.87,37783
Texas,Collin County,81.335,59532
Texas,Collingsworth County,75.31,36558
Texas,Colorado County,77.37,47370
Texas,Comal County,79.32,53710
Texas,Comanche County,75.81,36797
Texas,Concho County,77.37,22008
Texas,Cooke County,77.065,53355
Texas,Coryell County,77.07,32334
Texas,Cottle County,76.71,50074
Texas,Crane County,75.805,39581
Texas,Crockett County,75.805,44453
Texas,Crosby County,76.36,32805
Texas,Culberson County,79.67,41138
Texas,Dallam County,77.4,69427
Texas,Dallas County,78.02,53186
Texas,Dawson County,76.145,34562
Texas,Deaf Smith County,76.435,48426
Texas,Delta County,76.69,37050
Texas,Denton County,80.17,50112
Texas,DeWitt County,76.885,54074
Texas,Dickens County,76.71,31260
Texas,Dimmit County,76.7,48203
Texas,Donley County,77.79,41903
Texas,Duval County,75.955,38675
Texas,Eastland County,75.81,50345
Texas,Ector County,75.03,45806
Texas,Edwards County,77.785,39920
Texas,Ellis County,78.215,39747
Texas,El Paso County,79.67,32614
Texas,Erath County,78.035,33144
Texas,Falls County,75.905,31999
Texas,Fannin County,75.775,35449
Texas,Fayette County,78.665,51176
Texas,Fisher County,76.195,49777
Texas,Floyd County,76.535,45346
Texas,Foard County,76.71,40220
Texas,Fort Bend County,80.895,56086
Texas,Franklin County,76.69,37137
Texas,Freestone County,76.98,33956
Texas,Frio County,77.32,36612
Texas,Gaines County,76.545,40365
Texas,Galveston County,77.15,47991
Texas,Garza County,76.5,36549
Texas,Gillespie County,79.435,54441
Texas,Glasscock County,77.83,78529
Texas,Goliad County,77.375,45825
Texas,Gonzales County,76.34,48960
Texas,Gray County,75.31,47024
Texas,Grayson County,76.06,39181
Texas,Gregg County,74.935,46664
Texas,Grimes County,76,36985
Texas,Guadalupe County,78.985,41103
Texas,Hale County,76.535,31367
Texas,Hall County,77.475,34959
Texas,Hamilton County,77.21,54640
Texas,Hansford County,76.435,86619
Texas,Hardeman County,77.475,37689
Texas,Hardin County,76.3,42096
Texas,Harris County,78.425,55088
Texas,Harrison County,75.73,40540
Texas,Hartley County,77.4,71581
Texas,Haskell County,76.55,35145
Texas,Hays County,79.43,37990
Texas,Hemphill County,75.4,88255
Texas,Henderson County,74.89,36711
Texas,Hidalgo County,80.285,24579
Texas,Hill County,76.265,37533
Texas,Hockley County,76.36,41096
Texas,Hood County,78.61,47088
Texas,Hopkins County,76.69,37009
Texas,Houston County,75.575,36913
Texas,Howard County,75.57,34624
Texas,Hudspeth County,79.67,28621
Texas,Hunt County,75.5,34511
Texas,Hutchinson County,75.4,41275
Texas,Irion County,76.845,69555
Texas,Jack County,78.16,42319
Texas,Jackson County,76.875,41364
Texas,Jasper County,75.38,37547
Texas,Jeff Davis County,79.67,37546
Texas,Jefferson County,75.8,42505
Texas,Jim Hogg County,75.955,27961
Texas,Jim Wells County,75.9,42359
Texas,Johnson County,76.58,38533
Texas,Jones County,76.195,29819
Texas,Karnes County,76.34,48742
Texas,Kaufman County,76.395,38106
Texas,Kendall County,80.185,75638
Texas,Kenedy County,77.115,67830
Texas,Kent County,76.195,46857
Texas,Kerr County,78.58,45770
Texas,Kimble County,78.14,41792
Texas,King County,76.71,78216
Texas,Kinney County,78.34,31117
Texas,Kleberg County,76.47,36689
Texas,Knox County,76.55,36733
Texas,Lamar County,74.97,37578
Texas,Lamb County,76.405,39396
Texas,Lampasas County,77.595,47478
Texas,La Salle County,77.32,49861
Texas,Lavaca County,79.075,49897
Texas,Lee County,78.215,45849
Texas,Leon County,76.465,41575
Texas,Liberty County,74.14,35081
Texas,Limestone County,74.86,33287
Texas,Lipscomb County,75.4,51316
Texas,Live Oak County,77.35,44968
Texas,Llano County,78.58,45404
Texas,Loving County,75.03,32321
Texas,Lubbock County,76.215,38557
Texas,Lynn County,76.36,35607
Texas,McCulloch County,77.37,37733
Texas,McLennan County,77.135,37260
Texas,McMullen County,77.32,107627
Texas,Madison County,75.945,33263
Texas,Marion County,74.81,33292
Texas,Martin County,75.57,51211
Texas,Mason County,79.435,42897
Texas,Matagorda County,76.815,39493
Texas,Maverick County,78.34,26982
Texas,Medina County,78.225,36697
Texas,Menard County,79.435,34867
Texas,Midland County,77.83,106588
Texas,Milam County,76.77,36817
Texas,Mills County,77.21,37726
Texas,Mitchell County,75.545,31319
Texas,Montague County,75.58,47071
Texas,Montgomery County,78.545,60490
Texas,Moore County,77.4,38581
Texas,Morris County,75.2,41251
Texas,Motley County,76.71,36071
Texas,Nacogdoches County,75.115,34258
Texas,Navarro County,75.89,35792
Texas,Newton County,74.235,30625
Texas,Nolan County,75.545,37222
Texas,Nueces County,77.795,42859
Texas,Ochiltree County,76.435,72785
Texas,Oldham County,76.435,54690
Texas,Orange County,73.81,41679
Texas,Palo Pinto County,75.4,38171
Texas,Panola County,75.785,40543
Texas,Parker County,77.25,50257
Texas,Parmer County,77.71,58088
Texas,Pecos County,76.795,33042
Texas,Polk County,73.355,36341
Texas,Potter County,74.645,41690
Texas,Presidio County,79.15,34618
Texas,Rains County,76.69,32293
Texas,Randall County,78.41,45223
Texas,Reagan County,77.83,55073
Texas,Real County,77.785,32344
Texas,Red River County,75.55,36628
Texas,Reeves County,76.795,30692
Texas,Refugio County,77.375,45644
Texas,Roberts County,75.4,49713
Texas,Robertson County,75.945,40181
Texas,Rockwall County,80.05,53285
Texas,Runnels County,76.38,37155
Texas,Rusk County,75.955,36484
Texas,Sabine County,74.45,35859
Texas,San Augustine County,74.45,35172
Texas,San Jacinto County,74.94,32115
Texas,San Patricio County,76.565,41386
Texas,San Saba County,79.435,35057
Texas,Schleicher County,77.37,41659
Texas,Scurry County,76.5,50489
Texas,Shackelford County,75.4,132989
Texas,Shelby County,73.665,40721
Texas,Sherman County,77.4,81876
Texas,Smith County,77.195,50224
Texas,Somervell County,78.035,43880
Texas,Starr County,76.87,24540
Texas,Stephens County,75.4,49928
Texas,Sterling County,76.38,59442
Texas,Stonewall County,76.195,55528
Texas,Sutton County,78.14,54573
Texas,Swisher County,77.79,47284
Texas,Tarrant County,78.125,48727
Texas,Taylor County,75.78,43861
Texas,Terrell County,79.15,70192
Texas,Terry County,76.145,35729
Texas,Throckmorton County,76.55,51480
Texas,Titus County,75.55,32760
Texas,Tom Green County,76.845,43737
Texas,Travis County,80.395,58362
Texas,Trinity County,74.94,33789
Texas,Tyler County,76.505,31120
Texas,Upshur County,75.665,35588
Texas,Upton County,75.805,56860
Texas,Uvalde County,77.785,39013
Texas,Val Verde County,78.14,34100
Texas,Van Zandt County,75.26,35086
Texas,Victoria County,77.3,47101
Texas,Walker County,76.925,26061
Texas,Waller County,77.205,38380
Texas,Ward County,75.805,44886
Texas,Washington County,78.695,51080
Texas,Webb County,78.905,29778
Texas,Wharton County,77.515,41460
Texas,Wheeler County,75.31,50711
Texas,Wichita County,75.06,41947
Texas,Wilbarger County,76.71,37869
Texas,Willacy County,77.115,28078
Texas,Williamson County,81.29,43498
Texas,Wilson County,78.64,42537
Texas,Winkler County,75.03,39174
Texas,Wise County,76.94,42837
Texas,Wood County,76.105,35745
Texas,Yoakum County,76.545,42964
Texas,Young County,75.955,49954
Texas,Zapata County,76.87,27625
Texas,Zavala County,76.7,26855
Utah,Beaver County,78.855,34983
Utah,Box Elder County,79.355,33161
Utah,Cache County,81.275,32128
Utah,Carbon County,76.875,34392
Utah,Daggett County,77.73,37017
Utah,Davis County,80.705,40000
Utah,Duchesne County,77.73,35488
Utah,Emery County,77.735,30738
Utah,Garfield County,78.855,34084
Utah,Grand County,77.735,39990
Utah,Iron County,78.205,27037
Utah,Juab County,78.245,31206
Utah,Kane County,78.475,36244
Utah,Millard County,78.855,33522
Utah,Morgan County,81.275,44916
Utah,Piute County,78.855,27399
Utah,Rich County,81.275,38888
Utah,Salt Lake County,79.385,44692
Utah,San Juan County,78.475,23399
Utah,Sanpete County,78.245,26808
Utah,Sevier County,77.835,30175
Utah,Summit County,81.165,98128
Utah,Tooele County,77.83,32890
Utah,Uintah County,76.99,31549
Utah,Utah County,80.655,34283
Utah,Wasatch County,79.04,40670
Utah,Washington County,80.815,31368
Utah,Wayne County,77.835,31337
Utah,Weber County,78.545,36522
Vermont,Addison County,79.995,44311
Vermont,Bennington County,78.755,47700
Vermont,Caledonia County,79.005,37802
Vermont,Chittenden County,81.045,54756
Vermont,Essex County,78.415,34497
Vermont,Franklin County,79.06,40728
Vermont,Grand Isle County,79.06,53604
Vermont,Lamoille County,79.215,48196
Vermont,Orange County,79.765,42836
Vermont,Orleans County,78.415,40603
Vermont,Rutland County,78.265,47694
Vermont,Washington County,79.34,52541
Vermont,Windham County,78.545,47526
Vermont,Windsor County,79.72,52588
Virginia,Accomack County,75.06,38683
Virginia,Albemarle County,80.775,NA
Virginia,Alleghany Cnty and Clifton Forge Cty,75.8,NA
Virginia,Amelia County,76.975,40511
Virginia,Amherst County,76.22,33981
Virginia,Appomattox County,76.8,34915
Virginia,Arlington County,81.94,86161
Virginia,Augusta County,78.855,NA
Virginia,Bath County,78.855,50326
Virginia,Bedford County,78.08,41514
Virginia,Bland County,76.31,32752
Virginia,Botetourt County,78.78,46811
Virginia,Brunswick County,74.21,31332
Virginia,Buchanan County,73.185,32032
Virginia,Buckingham County,76.145,27449
Virginia,Campbell County,77.875,NA
Virginia,Caroline County,76.79,38035
Virginia,Carroll County,76.515,NA
Virginia,Charles City County,75.485,42002
Virginia,Charlotte County,75.285,32048
Virginia,Chesterfield County,79.625,48513
Virginia,Clarke County,77.03,56372
Virginia,Craig County,75.8,34690
Virginia,Culpeper County,78.35,41724
Virginia,Cumberland County,76.975,34599
Virginia,Dickenson County,73.82,28443
Virginia,Dinwiddie County,76.3,NA
Virginia,Essex County,77.135,38644
Virginia,Fairfax County,83.095,NA
Virginia,Fauquier County,78.575,61780
Virginia,Floyd County,77.915,34703
Virginia,Fluvanna County,79.24,39659
Virginia,Franklin County,77.945,36668
Virginia,Frederick County,79.22,NA
Virginia,Giles County,76.31,37295
Virginia,Gloucester County,77.495,44728
Virginia,Goochland County,79.515,84253
Virginia,Grayson County,75.84,29627
Virginia,Greene County,78.605,39681
Virginia,Greensville County,73.905,NA
Virginia,Halifax County with South Boston City,75.22,33960
Virginia,Hanover County,79.525,53971
Virginia,Henrico County,78.93,58452
Virginia,Henry County,74.59,NA
Virginia,Highland County,78.855,44498
Virginia,Isle of Wight County,76.995,50643
Virginia,James City County,80.715,NA
Virginia,King and Queen County,77.02,35980
Virginia,King George County,77.95,50109
Virginia,King William County,77.02,42633
Virginia,Lancaster County,76.745,50763
Virginia,Lee County,74.69,27219
Virginia,Loudoun County,82.58,69895
Virginia,Louisa County,78.295,42445
Virginia,Lunenburg County,75.285,30733
Virginia,Madison County,78.605,43775
Virginia,Mathews County,77.495,50774
Virginia,Mecklenburg County,75.565,34137
Virginia,Middlesex County,77.135,45488
Virginia,Montgomery County,78.445,NA
Virginia,Nelson County,76.8,45055
Virginia,New Kent County,80.715,54876
Virginia,Northampton County,75.06,37804
Virginia,Northumberland County,77.27,42790
Virginia,Nottoway County,75.59,35630
Virginia,Orange County,77.915,42166
Virginia,Page County,76.83,35766
Virginia,Patrick County,77.915,30794
Virginia,Pittsylvania County,76.685,NA
Virginia,Powhatan County,78.91,49105
Virginia,Prince Edward County,76.04,29186
Virginia,Prince George County,78.285,NA
Virginia,Prince William County,80.48,NA
Virginia,Pulaski County,75.54,36770
Virginia,Rappahannock County,76.83,57071
Virginia,Richmond County,76.745,32128
Virginia,Roanoke County,79.015,NA
Virginia,Rockbridge County,78.42,NA
Virginia,Rockingham County,79.63,NA
Virginia,Russell County,74.545,32047
Virginia,Scott County,75.32,30767
Virginia,Shenandoah County,78.16,39291
Virginia,Smyth County,74.5,34090
Virginia,Southampton County,75.485,NA
Virginia,Spotsylvania County,78.56,NA
Virginia,Stafford County,79.32,50067
Virginia,Surry County,75.485,39631
Virginia,Sussex County,73.905,28943
Virginia,Tazewell County,72.6,34121
Virginia,Warren County,77.03,41815
Virginia,Washington County,77.035,NA
Virginia,Westmoreland County,77.27,38991
Virginia,Wise County,75.045,NA
Virginia,Wythe County,76.04,35120
Virginia,York County,80.545,NA
Virginia,Alexandria City,80.475,82683
Virginia,Bedford City,78.08,NA
Virginia,Bristol City,76.235,NA
Virginia,Buena Vista City,78.42,NA
Virginia,Charlottesville City,77.065,NA
Virginia,Chesapeake City,78.015,46769
Virginia,Colonial Heights City,77.57,NA
Virginia,Covington City,75.8,NA
Virginia,Danville City,73.35,NA
Virginia,Emporia City,73.905,NA
Virginia,Fairfax City,78.815,NA
Virginia,Falls Church City,81.94,NA
Virginia,Franklin City,76.995,NA
Virginia,Fredericksburg City,76.24,NA
Virginia,Galax City,75.84,NA
Virginia,Hampton City,76.52,40759
Virginia,Harrisonburg City,78.065,NA
Virginia,Hopewell City,73.6,NA
Virginia,Lexington City,78.42,NA
Virginia,Lynchburg City,77,NA
Virginia,Manassas City,78.675,NA
Virginia,Manassas Park City,78.675,NA
Virginia,Martinsville City,74.59,NA
Virginia,Newport News City,76.62,40453
Virginia,Norfolk City,75.035,38676
Virginia,Norton City,75.045,NA
Virginia,Petersburg City,70.74,NA
Virginia,Poquoson City,80.545,NA
Virginia,Portsmouth City,74.225,39301
Virginia,Radford City,76.695,NA
Virginia,Richmond City,74.12,48652
Virginia,Roanoke City,74,40947
Virginia,Salem City,77.01,NA
Virginia,Staunton City,76.735,NA
Virginia,Suffolk City,76.475,47533
Virginia,Virginia Beach City,79.385,52235
Virginia,Waynesboro City,75.75,NA
Virginia,Williamsburg City,80.715,NA
Virginia,Winchester City,76.35,NA
Washington,Adams County,77.215,41962
Washington,Asotin County,78.9,41162
Washington,Benton County,79.435,43507
Washington,Chelan County,80.145,44797
Washington,Clallam County,78.405,39738
Washington,Clark County,79.515,45070
Washington,Columbia County,79.845,48769
Washington,Cowlitz County,77.195,40371
Washington,Douglas County,79.23,36310
Washington,Ferry County,78.5,31681
Washington,Franklin County,78.895,33955
Washington,Garfield County,79.845,45898
Washington,Grant County,78.27,38081
Washington,Grays Harbor County,76.415,35625
Washington,Island County,81.39,48060
Washington,Jefferson County,80.23,47222
Washington,King County,81.305,72530
Washington,Kitsap County,79.03,47953
Washington,Kittitas County,79.765,39157
Washington,Klickitat County,79.96,43290
Washington,Lewis County,78.145,37486
Washington,Lincoln County,78.5,44958
Washington,Mason County,78.745,36623
Washington,Okanogan County,77.58,37934
Washington,Pacific County,77.375,41560
Washington,Pend Oreille County,77.93,35151
Washington,Pierce County,78.25,44600
Washington,San Juan County,79.75,66255
Washington,Skagit County,79.015,44470
Washington,Skamania County,79.96,38725
Washington,Snohomish County,79.75,47421
Washington,Spokane County,78.44,40322
Washington,Stevens County,77.93,34694
Washington,Thurston County,79.885,44155
Washington,Wahkiakum County,77.375,36153
Washington,Walla Walla County,78.87,41912
Washington,Whatcom County,80.835,42511
Washington,Whitman County,79.845,35834
Washington,Yakima County,77.61,38527
West Virginia,Barbour County,76.135,29889
West Virginia,Berkeley County,76.41,36950
West Virginia,Boone County,72.36,31352
West Virginia,Braxton County,75.625,29277
West Virginia,Brooke County,76.205,37261
West Virginia,Cabell County,74.49,38287
West Virginia,Calhoun County,76.035,27324
West Virginia,Clay County,75.625,29045
West Virginia,Doddridge County,76.325,26971
West Virginia,Fayette County,72.905,30462
West Virginia,Gilmer County,76.035,25376
West Virginia,Grant County,77.465,32372
West Virginia,Greenbrier County,75.435,36008
West Virginia,Hampshire County,76.66,30920
West Virginia,Hancock County,76.845,38290
West Virginia,Hardy County,77.465,27814
West Virginia,Harrison County,75.73,43898
West Virginia,Jackson County,76.4,34203
West Virginia,Jefferson County,76.89,44834
West Virginia,Kanawha County,74.57,43980
West Virginia,Lewis County,74.845,36621
West Virginia,Lincoln County,73.175,27661
West Virginia,Logan County,71.695,33546
West Virginia,McDowell County,68.4,27107
West Virginia,Marion County,76.705,39007
West Virginia,Marshall County,77.08,36617
West Virginia,Mason County,74.68,29716
West Virginia,Mercer County,73.18,34029
West Virginia,Mineral County,76.46,35838
West Virginia,Mingo County,70.59,29416
West Virginia,Monongalia County,78.52,41429
West Virginia,Monroe County,75.535,28845
West Virginia,Morgan County,76.915,32875
West Virginia,Nicholas County,74.845,32184
West Virginia,Ohio County,76.92,48687
West Virginia,Pendleton County,77.3,34764
West Virginia,Pleasants County,76.135,38674
West Virginia,Pocahontas County,77.3,34094
West Virginia,Preston County,77.55,33100
West Virginia,Putnam County,77.585,41923
West Virginia,Raleigh County,73.66,35324
West Virginia,Randolph County,77.08,33244
West Virginia,Ritchie County,76.135,31985
West Virginia,Roane County,75.555,31411
West Virginia,Summers County,75.535,27914
West Virginia,Taylor County,76.105,34761
West Virginia,Tucker County,76.135,32635
West Virginia,Tyler County,76.325,33402
