city,type,bed,bath,garage,sqft,pool,spa,price
Santa Monica,SFR,5,4,NA,3829,,NA,2395000
Santa Monica,SFR,5,5,2,4628,,NA,2400000
Santa Monica,SFR,5,5.5,NA,4800,,NA,3500000
Santa Monica,SFR,5,5.5,NA,6505,,NA,3495000
Santa Monica,SFR,5,6,NA,4700,,NA,2795000
Santa Monica,SFR,5,6,NA,4984,,NA,3995000
Santa Monica,SFR,5,6.5,NA,6799,,NA,8250000
Santa Monica,SFR,6,5,2,5900,Y,NA,4395000
Santa Monica,SFR,6,6,NA,7100,,NA,4488000
Santa Monica,SFR,6,6,NA,7203,,NA,2800000
Santa Monica,SFR,6,6.5,NA,4700,,NA,2425000
Westwood,Condo/Twh,0,1,NA,561,,NA,319000
Westwood,Condo/Twh,1,1,2,832,,NA,339000
Westwood,Condo/Twh,1,1,NA,625,,NA,365000
Westwood,Condo/Twh,1,1,NA,767,,NA,365000
Westwood,Condo/Twh,1,1,NA,786,,NA,329000
Westwood,Condo/Twh,1,1.5,2,1133,,NA,485000
Westwood,Condo/Twh,1,1.5,NA,947,,NA,479000
Westwood,Condo/Twh,1,1.5,NA,1167,,NA,675000
Westwood,Condo/Twh,1,2,NA,1065,,NA,407000
Westwood,Condo/Twh,2,1,NA,794,,NA,349000
Westwood,Condo/Twh,2,1.75,NA,989,,NA,449000
Westwood,Condo/Twh,2,1.75,NA,995,,NA,459000
Westwood,Condo/Twh,2,2,2,777,,NA,399000
Westwood,Condo/Twh,2,2,2,853,,NA,349000
Westwood,Condo/Twh,2,2,2,898,,NA,429000
Westwood,Condo/Twh,2,2,2,1205,,NA,499000
Westwood,Condo/Twh,2,2,2,1511,,NA,679000
Westwood,Condo/Twh,2,2,2,1640,,NA,649000
Westwood,Condo/Twh,2,2,2,1694,,NA,579000
Westwood,Condo/Twh,2,2,NA,1050,,NA,449000
Westwood,Condo/Twh,2,2,NA,1080,,NA,459000
Westwood,Condo/Twh,2,2,NA,1082,,NA,465000
Westwood,Condo/Twh,2,2,NA,1117,,NA,488000
Westwood,Condo/Twh,2,2,NA,1146,,NA,495000
Westwood,Condo/Twh,2,2,NA,1150,,NA,569000
Westwood,Condo/Twh,2,2,NA,1163,,NA,449000
Westwood,Condo/Twh,2,2,NA,1189,,NA,499000
Westwood,Condo/Twh,2,2,NA,1331,,NA,699900
Westwood,Condo/Twh,2,2,NA,1379,,NA,509000
Westwood,Condo/Twh,2,2,NA,1454,,NA,549000
Westwood,Condo/Twh,2,2,NA,1508,,NA,589000
Westwood,Condo/Twh,2,2,NA,1517,,NA,679000
Westwood,Condo/Twh,2,2,NA,1532,,NA,626400
Westwood,Condo/Twh,2,2.5,2,1192,,NA,549000
Westwood,Condo/Twh,2,2.5,2,1526,,NA,699000
Westwood,Condo/Twh,2,2.5,2,1828,,NA,739000
Westwood,Condo/Twh,2,2.5,NA,1200,,NA,539000
Westwood,Condo/Twh,2,2.5,NA,1274,,NA,479000
Westwood,Condo/Twh,2,2.5,NA,1334,,NA,659000
Westwood,Condo/Twh,2,2.5,NA,1380,,NA,689000
Westwood,Condo/Twh,2,2.5,NA,1403,,NA,649000
Westwood,Condo/Twh,2,2.5,NA,1475,,NA,680000
Westwood,Condo/Twh,2,2.5,NA,1516,,NA,695000
Westwood,Condo/Twh,2,2.5,NA,1549,,NA,780000
Westwood,Condo/Twh,2,2.5,NA,1612,,NA,569000
Westwood,Condo/Twh,2,2.5,NA,1700,,NA,777000
Westwood,Condo/Twh,2,2.5,NA,1774,,NA,675000
Westwood,Condo/Twh,2,2.5,NA,1774,,NA,699000
Westwood,Condo/Twh,2,2.5,NA,1900,,NA,795000
Westwood,Condo/Twh,2,2.5,NA,1900,,NA,849000
Westwood,Condo/Twh,2,2.5,NA,1900,,NA,995000
Westwood,Condo/Twh,2,2.5,NA,2031,,NA,699000
Westwood,Condo/Twh,2,3,2,1540,,NA,625000
Westwood,Condo/Twh,2,3,2,1643,,NA,749000
Westwood,Condo/Twh,2,3,NA,1620,,NA,649000
Westwood,Condo/Twh,2,3,NA,1800,,NA,649000
Westwood,Condo/Twh,2,3,NA,2310,,NA,1145000
Westwood,Condo/Twh,3,2,2,1603,,NA,640000
Westwood,Condo/Twh,3,2,2,1913,,NA,695000
Westwood,Condo/Twh,3,2,NA,1300,,NA,549000
Westwood,Condo/Twh,3,2,NA,1549,,NA,675000
Westwood,Condo/Twh,3,2,NA,1662,,NA,650000
Westwood,Condo/Twh,3,2,NA,1697,,NA,735000
Westwood,Condo/Twh,3,2,NA,1800,,NA,744000
Westwood,Condo/Twh,3,2.5,2,1733,,NA,779000
Westwood,Condo/Twh,3,2.5,2,1900,,NA,879900
Westwood,Condo/Twh,3,2.5,2,2118,,NA,849000
Westwood,Condo/Twh,3,2.5,NA,1534,,NA,925000
Westwood,Condo/Twh,3,2.5,NA,1536,,NA,699000
Westwood,Condo/Twh,3,2.5,NA,1620,,NA,699000
Westwood,Condo/Twh,3,2.5,NA,1703,,NA,749000
Westwood,Condo/Twh,3,2.5,NA,1812,,NA,799000
Westwood,Condo/Twh,3,2.5,NA,1832,,NA,759000
Westwood,Condo/Twh,3,2.5,NA,1832,,NA,799000
Westwood,Condo/Twh,3,2.5,NA,1847,,NA,899000
Westwood,Condo/Twh,3,2.5,NA,1887,,NA,739000
Westwood,Condo/Twh,3,2.5,NA,2662,,NA,925000
Westwood,Condo/Twh,3,2.5,NA,2800,,NA,1075000
Westwood,Condo/Twh,3,3,2,1487,,NA,699000
Westwood,Condo/Twh,3,3,NA,1468,,NA,549000
Westwood,Condo/Twh,3,3,NA,1693,,NA,599000
Westwood,Condo/Twh,3,3,NA,1870,,NA,799000
Westwood,Condo/Twh,3,3,NA,2200,,NA,834500
Westwood,Condo/Twh,3,3.5,NA,1361,,NA,519000
Westwood,Condo/Twh,3,3.5,NA,1361,,NA,519000
Westwood,Condo/Twh,3,3.5,NA,2650,,NA,995000
Westwood,Condo/Twh,4,2.5,2,1830,,NA,750000
Westwood,SFR,2,1,NA,810,,NA,675000
Westwood,SFR,2,1,NA,968,,NA,789000
Westwood,SFR,2,1,NA,1240,,NA,895000
Westwood,SFR,3,1.25,NA,1594,,NA,949000
Westwood,SFR,3,2,2,1579,,NA,1034000
Westwood,SFR,3,2.5,NA,2372,Y,NA,1250000
Westwood,SFR,3,3,2,1870,,NA,1350000
Westwood,SFR,3,3,NA,1488,,NA,1198000
Westwood,SFR,5,3.5,NA,3656,,NA,1995000
